Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HPTS_avg_5,APTS_avg_5,H_gd_5,A_gd_5,H_eff_5,A_eff_5,HST_avg_5,AST_avg_5,target,H_status,A_status,H_H2H,A_H2H
I1,27/06/2020,Cagliari,Torino,4,2,H,2,0,H,9,11,5,6,15,12,3,5,3,0,0,0,0.2,0.6,-5.0,-5.0,0.21,0.24,5.6,3.4,0,1.11,1.49,0.33,2.33
I1,27/06/2020,Lazio,Fiorentina,2,1,H,0,1,A,12,9,4,5,13,13,7,1,5,2,0,1,2.6,1.6,11.0,3.0,0.36,0.29,7.8,5.6,0,1.76,1.39,1.83,0.83
I1,28/06/2020,Milan,Roma,2,0,H,0,0,D,11,3,7,2,10,16,5,6,2,2,0,0,1.6,1.8,1.0,3.0,0.17,0.38,7.0,7.4,0,1.71,2.02,1.17,1.67
I1,28/06/2020,Napoli,Spal,3,1,H,2,1,H,17,5,11,3,14,14,4,1,0,3,0,0,1.2,1.2,-3.0,-4.0,0.19,0.23,7.2,4.4,0,2.25,1.05,3.0,0.0
I1,28/06/2020,Sampdoria,Bologna,1,2,A,0,0,D,13,9,7,4,17,15,13,4,3,1,0,0,1.4,1.8,-1.0,1.0,0.24,0.22,8.2,8.2,2,1.36,1.09,1.5,1.5
I1,28/06/2020,Sassuolo,Verona,3,3,D,0,0,D,13,6,9,4,17,13,12,2,2,2,0,0,1.8,0.8,4.0,-1.0,0.29,0.11,7.0,5.6,1,1.16,1.05,1.5,1.5
I1,28/06/2020,Udinese,Atalanta,2,3,A,1,1,D,9,13,4,13,14,9,0,10,2,2,0,0,1.6,2.0,2.0,12.0,0.22,0.38,4.6,9.4,2,1.12,1.76,1.17,1.67
I1,28/06/2020,Parma,Inter,1,2,A,1,0,H,9,14,2,6,9,13,1,8,3,4,1,1,1.4,1.4,2.0,1.0,0.21,0.19,4.8,7.2,2,1.05,1.78,1.5,1.5
I1,30/06/2020,Torino,Lazio,1,2,A,1,0,H,2,12,1,6,15,16,2,8,1,3,0,0,1.4,2.0,-7.0,2.0,0.19,0.35,4.2,5.2,2,1.49,1.76,1.33,1.33
I1,30/06/2020,Genoa,Juventus,1,3,A,0,0,D,2,11,2,9,21,10,2,9,5,1,0,0,1.2,1.8,-4.0,2.0,0.22,0.29,6.4,5.6,2,1.01,2.42,1.17,1.67
I1,01/07/2020,Bologna,Cagliari,1,1,D,1,0,H,16,6,7,4,20,17,7,2,3,2,0,0,1.0,1.0,-4.0,-1.0,0.2,0.19,4.0,5.4,1,1.09,1.11,1.5,1.0
I1,01/07/2020,Inter,Brescia,6,0,H,3,0,H,20,3,12,1,13,10,4,4,2,2,0,0,1.8,0.2,3.0,-10.0,0.31,0.2,7.2,3.0,0,1.78,1.05,1.78,1.05
I1,01/07/2020,Fiorentina,Sassuolo,1,3,A,0,2,A,11,8,7,8,20,12,8,3,4,2,0,0,1.2,1.0,0.0,-5.0,0.14,0.23,5.8,5.2,2,1.39,1.16,1.33,1.33
I1,01/07/2020,Lecce,Sampdoria,1,2,A,0,1,A,12,8,6,5,13,14,9,5,2,3,0,0,1.4,0.8,-3.0,-4.0,0.45,0.23,4.4,5.2,2,1.05,1.36,1.05,1.36
I1,01/07/2020,Spal,Milan,2,2,D,2,0,H,4,25,3,12,9,12,3,17,3,0,1,0,0.0,2.0,-7.0,4.0,0.16,0.36,3.8,5.6,1,1.05,1.71,0.0,3.0
I1,01/07/2020,Verona,Parma,3,2,H,1,1,D,6,13,5,5,14,10,3,1,2,3,0,0,2.4,1.6,4.0,3.0,0.29,0.29,6.2,6.2,0,1.05,1.05,1.05,1.05
I1,02/07/2020,Atalanta,Napoli,2,0,H,0,0,D,6,15,4,8,17,14,5,5,1,1,0,0,2.0,2.4,4.0,5.0,0.31,0.26,7.8,6.8,0,1.76,2.25,1.5,1.5
I1,02/07/2020,Roma,Udinese,0,2,A,0,1,A,9,8,6,3,10,11,10,7,3,2,1,0,1.4,0.4,3.0,-4.0,0.21,0.14,9.4,5.6,2,2.02,1.12,2.5,0.5
I1,04/07/2020,Juventus,Torino,4,1,H,2,1,H,15,12,7,6,11,8,5,8,4,2,0,0,3.0,0.0,12.0,-9.0,0.3,0.24,8.6,3.4,0,2.42,1.49,2.33,0.33
I1,04/07/2020,Sassuolo,Lecce,4,2,H,1,1,D,7,5,7,3,15,21,4,4,3,4,0,0,2.0,0.6,5.0,-12.0,0.31,0.13,7.8,4.6,0,1.16,1.05,1.16,1.05
I1,04/07/2020,Lazio,Milan,0,3,A,0,2,A,8,7,2,5,14,12,5,1,1,1,0,0,2.6,1.6,8.0,2.0,0.35,0.28,6.2,7.2,2,1.76,1.71,0.83,1.83
I1,05/07/2020,Inter,Bologna,1,2,A,1,0,H,15,11,9,8,16,12,12,9,3,3,1,1,2.2,1.8,9.0,1.0,0.37,0.28,8.6,5.8,2,1.78,1.09,1.83,0.83
I1,05/07/2020,Brescia,Verona,2,0,H,0,0,D,7,14,6,9,11,13,3,11,3,1,0,0,0.6,0.8,-2.0,-1.0,0.24,0.21,5.0,4.8,0,1.05,1.05,1.05,1.05
I1,05/07/2020,Cagliari,Atalanta,0,1,A,0,1,A,6,22,1,12,15,14,6,4,3,2,1,0,0.8,2.6,-2.0,14.0,0.31,0.38,5.8,10.6,2,1.11,1.76,2.0,1.0
I1,05/07/2020,Parma,Fiorentina,1,2,A,0,2,A,7,9,2,6,17,14,3,0,4,6,0,0,1.2,1.4,1.0,2.0,0.25,0.28,4.0,5.8,2,1.05,1.39,3.0,0.0
I1,05/07/2020,Sampdoria,Spal,3,0,H,3,0,H,9,8,5,3,18,12,4,13,1,1,0,0,0.8,1.2,-6.0,-5.0,0.16,0.27,7.4,4.4,0,1.36,1.05,2.25,0.75
I1,05/07/2020,Udinese,Genoa,2,2,D,1,0,H,9,6,6,4,13,14,2,4,3,2,0,0,1.0,1.8,0.0,4.0,0.2,0.33,5.0,5.4,1,1.12,1.01,2.33,0.33
I1,05/07/2020,Napoli,Roma,2,1,H,0,0,D,18,5,12,4,10,16,8,1,2,4,0,0,1.8,1.2,1.0,-2.0,0.23,0.3,7.8,6.6,0,2.25,2.02,1.67,1.17
I1,07/07/2020,Lecce,Lazio,2,1,H,1,1,D,7,14,3,10,8,11,3,14,3,3,0,1,1.2,2.0,-4.0,2.0,0.4,0.36,5.0,5.0,0,1.05,1.76,1.05,1.76
I1,07/07/2020,Milan,Juventus,4,2,H,0,0,D,9,9,9,4,14,16,2,6,4,1,0,0,2.0,1.8,3.0,3.0,0.27,0.27,6.0,6.6,0,1.71,2.42,0.5,2.5
I1,08/07/2020,Fiorentina,Cagliari,0,0,D,0,0,D,11,11,7,7,11,10,6,3,2,2,0,0,0.6,1.0,-3.0,-1.0,0.13,0.19,6.2,4.2,1,1.39,1.11,1.67,1.17
I1,08/07/2020,Genoa,Napoli,1,2,A,0,1,A,7,16,3,11,13,6,6,8,1,0,0,0,0.6,2.4,-7.0,4.0,0.22,0.26,5.4,7.0,2,1.01,2.25,0.33,2.33
I1,08/07/2020,Atalanta,Sampdoria,2,0,H,0,0,D,11,9,6,3,12,19,7,9,2,3,0,0,2.6,1.2,7.0,-3.0,0.37,0.3,7.0,5.4,0,1.76,1.36,1.0,2.0
I1,08/07/2020,Bologna,Sassuolo,1,2,A,0,1,A,8,11,6,5,17,16,7,8,3,4,0,0,1.0,1.6,-4.0,0.0,0.17,0.31,4.8,5.8,2,1.09,1.16,2.33,0.33
I1,08/07/2020,Roma,Parma,2,1,H,1,1,D,15,4,7,2,17,10,9,3,5,1,0,0,1.4,1.6,2.0,3.0,0.2,0.34,8.8,5.8,0,2.02,1.05,3.0,0.0
I1,08/07/2020,Torino,Brescia,3,1,H,0,1,A,14,13,10,6,24,19,6,5,1,3,0,0,0.8,0.2,-9.0,-12.0,0.21,0.18,3.8,2.2,0,1.49,1.05,1.49,1.05
I1,09/07/2020,Spal,Udinese,0,3,A,0,2,A,11,7,3,4,11,9,9,1,0,0,0,0,0.2,1.0,-5.0,-1.0,0.25,0.17,4.0,4.8,2,1.05,1.12,1.25,1.25
I1,09/07/2020,Verona,Inter,2,2,D,1,0,H,10,13,4,7,19,11,0,5,3,2,0,0,2.4,1.4,4.0,0.0,0.37,0.18,5.4,6.8,1,1.05,1.78,0.0,3.0
I1,11/07/2020,Lazio,Sassuolo,1,2,A,1,0,H,7,11,1,4,13,7,1,5,4,2,0,0,2.0,2.0,1.0,1.0,0.26,0.34,4.6,6.4,2,1.76,1.16,2.33,0.33
I1,11/07/2020,Brescia,Roma,0,3,A,0,0,D,8,16,4,9,19,16,3,8,1,2,0,0,1.0,0.6,0.0,-5.0,0.24,0.27,5.0,6.0,2,1.05,2.02,1.05,2.02
I1,11/07/2020,Juventus,Atalanta,2,2,D,0,1,A,6,9,5,4,11,16,2,4,3,2,0,0,3.0,3.0,14.0,15.0,0.34,0.34,8.8,11.6,1,2.42,1.76,1.67,0.67
I1,12/07/2020,Genoa,Spal,2,0,H,1,0,H,12,3,9,0,15,19,7,2,1,2,0,0,0.6,0.6,-6.0,-9.0,0.27,0.22,4.4,3.6,0,1.01,1.05,0.75,1.5
I1,12/07/2020,Cagliari,Lecce,0,0,D,0,0,D,12,15,6,10,10,7,6,7,1,1,0,0,0.8,0.6,-1.0,-12.0,0.32,0.25,5.6,4.0,1,1.11,1.05,1.11,1.05
I1,12/07/2020,Fiorentina,Verona,1,1,D,0,1,A,10,5,3,4,15,14,6,8,3,2,0,0,0.6,0.6,-3.0,-3.0,0.12,0.15,6.4,5.4,1,1.39,1.05,1.5,1.5
I1,12/07/2020,Parma,Bologna,2,2,D,0,2,A,13,9,5,6,17,24,6,2,1,1,0,0,0.6,2.4,-2.0,3.0,0.24,0.33,3.4,6.0,1,1.05,1.09,0.5,2.0
I1,12/07/2020,Udinese,Sampdoria,1,3,A,1,1,D,7,9,4,6,16,10,10,7,1,4,0,0,0.6,1.2,-3.0,-1.0,0.18,0.27,4.4,5.2,2,1.12,1.36,1.33,1.33
I1,12/07/2020,Napoli,Milan,2,2,D,1,1,D,14,4,9,4,9,18,7,2,2,4,0,1,2.4,1.6,4.0,4.0,0.24,0.33,9.2,7.2,1,2.25,1.71,2.33,0.33
I1,13/07/2020,Inter,Torino,3,1,H,0,1,A,20,6,11,4,21,18,9,2,5,3,0,0,2.0,0.0,8.0,-11.0,0.34,0.2,9.4,4.0,0,1.78,1.49,1.0,1.5
I1,14/07/2020,Atalanta,Brescia,6,2,H,4,1,H,13,6,7,5,12,10,1,1,0,0,0,0,3.0,0.2,9.0,-13.0,0.42,0.12,6.2,3.2,0,1.76,1.05,1.76,1.05
I1,15/07/2020,Bologna,Napoli,1,1,D,0,1,A,11,9,2,4,20,9,8,4,1,1,0,0,0.4,2.4,-6.0,3.0,0.13,0.19,4.6,7.2,1,1.09,2.25,0.5,2.5
I1,15/07/2020,Milan,Parma,3,1,H,0,1,A,21,9,7,5,9,10,7,6,1,2,0,0,2.0,1.4,4.0,2.0,0.31,0.35,5.8,5.2,0,1.71,1.05,2.0,0.5
I1,15/07/2020,Sampdoria,Cagliari,3,0,H,2,0,H,9,15,4,3,13,15,4,3,0,2,0,0,1.2,1.0,-3.0,-1.0,0.24,0.12,7.4,5.0,0,1.36,1.11,1.5,1.0
I1,15/07/2020,Lecce,Fiorentina,1,3,A,0,3,A,10,12,3,7,15,7,6,5,3,2,0,0,1.2,1.4,-7.0,1.0,0.47,0.27,3.4,6.0,2,1.05,1.39,1.05,1.39
I1,15/07/2020,Roma,Verona,2,1,H,2,0,H,20,9,6,3,14,6,7,6,4,3,0,0,1.8,0.6,3.0,-3.0,0.23,0.2,8.8,5.0,0,2.02,1.05,3.0,0.0
I1,15/07/2020,Sassuolo,Juventus,3,3,D,1,2,A,16,13,12,6,14,13,3,9,4,4,0,0,2.0,1.8,6.0,2.0,0.35,0.31,8.0,6.4,1,1.16,2.42,0.0,3.0
I1,15/07/2020,Udinese,Lazio,0,0,D,0,0,D,15,15,7,3,12,11,4,5,2,3,0,0,0.6,1.8,-3.0,1.0,0.23,0.27,4.4,6.6,1,1.12,1.76,0.0,3.0
I1,16/07/2020,Torino,Genoa,3,0,H,1,0,H,8,10,4,4,20,18,8,4,2,2,0,0,1.4,1.8,0.0,4.0,0.28,0.44,5.0,5.0,0,1.49,1.01,2.17,0.67
I1,16/07/2020,Spal,Inter,0,4,A,0,1,A,8,13,1,8,10,9,0,7,2,3,0,0,0.2,1.4,-6.0,0.0,0.22,0.23,3.6,6.2,2,1.05,1.78,0.25,2.5
I1,18/07/2020,Verona,Atalanta,1,1,D,0,0,D,11,17,8,7,15,15,7,5,2,2,0,0,2.0,2.6,1.0,8.0,0.35,0.32,5.2,9.4,1,1.05,1.76,0.0,3.0
I1,18/07/2020,Cagliari,Sassuolo,1,1,D,0,1,A,2,5,1,2,14,15,0,9,4,2,1,0,0.8,2.0,-1.0,1.0,0.3,0.41,4.6,5.4,1,1.11,1.16,0.83,1.83
I1,18/07/2020,Milan,Bologna,5,1,H,2,1,H,17,8,14,3,19,14,7,2,2,1,0,0,2.4,2.0,6.0,1.0,0.37,0.3,6.0,6.0,0,1.71,1.09,2.67,0.17
I1,19/07/2020,Parma,Sampdoria,2,3,A,2,0,H,13,12,7,5,13,11,4,6,0,1,0,0,0.2,1.2,-4.0,-1.0,0.24,0.27,3.4,5.2,2,1.05,1.36,0.5,2.0
I1,19/07/2020,Brescia,Spal,2,1,H,0,1,A,15,13,6,7,10,14,7,4,2,2,0,0,1.0,0.6,-2.0,-7.0,0.27,0.23,4.4,2.6,0,1.05,1.05,1.05,1.05
I1,19/07/2020,Fiorentina,Torino,2,0,H,1,0,H,12,5,4,1,7,11,4,1,1,2,0,0,0.8,0.0,-2.0,-9.0,0.12,0.25,6.4,4.0,0,1.39,1.49,1.5,1.0
I1,19/07/2020,Genoa,Lecce,2,1,H,1,0,H,8,17,5,2,12,10,3,8,2,3,0,0,0.6,0.8,-5.0,-9.0,0.27,0.17,5.2,5.8,0,1.01,1.05,1.01,1.05
I1,19/07/2020,Napoli,Udinese,2,1,H,1,1,D,17,3,10,3,13,17,2,3,3,2,0,0,2.0,1.6,3.0,4.0,0.22,0.3,10.2,4.6,0,2.25,1.12,3.0,0.0
I1,19/07/2020,Roma,Inter,2,2,D,1,1,D,6,4,3,3,18,13,8,5,1,1,0,0,2.4,1.4,5.0,2.0,0.25,0.31,8.0,5.8,1,2.02,1.78,1.5,1.0
I1,20/07/2020,Juventus,Lazio,2,1,H,0,0,D,13,6,10,5,18,15,4,7,3,1,0,0,2.6,1.4,11.0,0.0,0.34,0.27,8.2,6.0,0,2.42,1.76,2.5,0.5
I1,21/07/2020,Atalanta,Bologna,1,0,H,0,0,D,13,9,7,2,19,14,6,4,4,2,0,0,3.0,1.4,12.0,-4.0,0.55,0.28,6.2,5.0,0,1.76,1.09,3.0,0.0
I1,21/07/2020,Sassuolo,Milan,1,2,A,1,2,A,6,12,3,8,12,24,5,3,3,4,1,0,1.6,1.8,4.0,6.0,0.3,0.34,8.6,7.0,2,1.16,1.71,0.17,2.67
I1,22/07/2020,Parma,Napoli,2,1,H,1,0,H,6,12,3,4,8,12,3,3,3,1,0,0,0.2,2.0,-4.0,2.0,0.33,0.19,3.6,7.2,0,1.05,2.25,0.0,3.0
I1,22/07/2020,Inter,Fiorentina,0,0,D,0,0,D,12,6,9,4,13,13,11,2,1,3,0,0,2.0,2.0,8.0,6.0,0.32,0.34,9.4,6.4,1,1.78,1.39,1.83,0.83
I1,22/07/2020,Lecce,Brescia,3,1,H,2,0,H,13,10,10,3,11,11,5,10,2,1,0,0,0.6,0.2,-10.0,-15.0,0.44,0.21,3.2,3.8,0,1.05,1.05,1.05,1.05
I1,22/07/2020,Sampdoria,Genoa,1,2,A,1,1,D,11,7,7,5,14,13,5,0,4,2,0,0,1.8,1.6,2.0,1.0,0.32,0.38,6.2,4.8,2,1.36,1.01,2.33,0.33
I1,22/07/2020,Spal,Roma,1,6,A,1,2,A,9,13,4,9,10,11,3,1,1,0,0,0,0.2,1.2,-9.0,0.0,0.21,0.3,2.8,6.0,2,1.05,2.02,1.5,1.5
I1,22/07/2020,Torino,Verona,1,1,D,0,0,D,6,8,4,6,18,16,5,4,4,2,0,0,2.0,0.4,5.0,-4.0,0.33,0.27,5.4,4.4,1,1.49,1.05,0.5,2.0
I1,23/07/2020,Udinese,Juventus,2,1,H,0,1,A,9,14,4,6,9,8,3,7,2,2,0,0,0.6,2.0,-3.0,3.0,0.22,0.36,4.6,6.6,0,1.12,2.42,0.17,2.67
I1,23/07/2020,Lazio,Cagliari,2,1,H,0,1,A,16,8,12,4,14,11,13,3,3,1,0,0,1.8,1.0,0.0,-3.0,0.39,0.14,3.6,4.4,0,1.76,1.11,2.33,0.33
I1,24/07/2020,Milan,Atalanta,1,1,D,1,1,D,6,9,3,4,17,12,3,7,1,1,0,0,2.4,2.2,9.0,7.0,0.37,0.3,8.2,9.4,1,1.71,1.76,1.17,1.17
I1,25/07/2020,Brescia,Parma,1,2,A,0,0,D,10,12,7,6,15,13,5,3,4,0,0,0,1.4,0.8,-1.0,-1.0,0.33,0.36,4.2,5.0,2,1.05,1.05,1.05,1.05
I1,25/07/2020,Genoa,Inter,0,3,A,0,1,A,7,8,2,4,12,15,4,6,2,3,0,0,1.2,1.6,-3.0,3.0,0.32,0.38,4.4,5.2,2,1.01,1.78,1.0,2.0
I1,25/07/2020,Napoli,Sassuolo,2,0,H,1,0,H,16,4,9,1,4,10,7,4,1,3,0,0,2.6,2.2,5.0,4.0,0.21,0.48,10.4,4.6,0,2.25,1.16,1.67,0.67
I1,26/07/2020,Bologna,Lecce,3,2,H,2,1,H,18,19,12,10,16,8,9,6,1,1,0,0,0.6,0.2,-3.0,-11.0,0.21,0.14,3.8,4.2,0,1.09,1.05,1.09,1.05
I1,26/07/2020,Cagliari,Udinese,0,1,A,0,1,A,14,10,8,6,10,17,4,8,2,1,0,0,1.0,1.4,0.0,3.0,0.4,0.39,4.0,3.6,2,1.11,1.12,1.5,1.5
I1,26/07/2020,Roma,Fiorentina,2,1,H,1,0,H,12,4,7,2,13,14,8,3,1,4,0,0,2.0,1.6,1.0,2.0,0.25,0.22,6.4,5.4,0,2.02,1.39,1.33,1.33
I1,26/07/2020,Spal,Torino,1,1,D,0,0,D,3,14,2,7,11,17,0,10,2,3,0,0,0.2,0.0,-13.0,-10.0,0.23,0.25,2.6,4.0,1,1.05,1.49,0.5,2.0
I1,26/07/2020,Verona,Lazio,1,5,A,1,1,D,9,12,6,7,16,7,8,5,2,2,0,0,1.6,0.8,0.0,-2.0,0.28,0.22,5.8,5.4,2,1.05,1.76,0.0,3.0
I1,26/07/2020,Juventus,Sampdoria,2,0,H,1,0,H,14,13,8,8,17,13,4,5,4,5,0,1,2.6,1.8,10.0,1.0,0.35,0.32,8.0,5.6,0,2.42,1.36,2.0,1.0
I1,28/07/2020,Parma,Atalanta,1,2,A,1,0,H,8,11,6,5,17,16,3,3,2,1,0,0,0.8,1.8,-2.0,2.0,0.42,0.2,3.8,8.0,2,1.05,1.76,0.0,3.0
I1,28/07/2020,Inter,Napoli,2,0,H,1,0,H,6,8,5,2,16,8,3,9,4,1,0,0,1.6,1.4,7.0,0.0,0.25,0.17,10.2,7.0,0,1.78,2.25,0.83,1.83
I1,29/07/2020,Lazio,Brescia,2,0,H,1,0,H,25,8,15,3,11,10,5,6,1,2,0,0,1.8,0.2,0.0,-14.0,0.29,0.28,4.8,3.6,0,1.76,1.05,1.76,1.05
I1,29/07/2020,Sampdoria,Milan,1,4,A,0,1,A,16,18,5,11,5,6,4,6,1,1,0,0,1.8,2.2,5.0,7.0,0.33,0.32,6.0,8.0,2,1.36,1.71,1.5,1.5
I1,29/07/2020,Sassuolo,Genoa,5,0,H,2,0,H,15,10,9,3,11,6,2,3,1,1,0,0,1.6,1.6,4.0,-1.0,0.34,0.33,8.2,4.8,0,1.16,1.01,1.83,0.83
I1,29/07/2020,Udinese,Lecce,1,2,A,1,1,D,8,10,3,6,12,11,5,5,1,4,0,0,1.0,0.2,-2.0,-8.0,0.28,0.19,5.0,5.4,2,1.12,1.05,1.12,1.05
I1,29/07/2020,Verona,Spal,3,0,H,2,0,H,14,12,9,5,15,13,7,1,1,1,0,0,1.0,0.6,-5.0,-7.0,0.24,0.2,5.8,3.0,0,1.05,1.05,0.5,2.0
I1,29/07/2020,Cagliari,Juventus,2,0,H,2,0,H,9,20,5,10,13,12,1,9,2,1,0,0,1.0,1.4,0.0,1.0,0.24,0.37,4.2,6.0,0,1.11,2.42,0.0,3.0
I1,29/07/2020,Fiorentina,Bologna,4,0,H,0,0,D,15,8,9,3,14,11,3,5,2,1,0,0,1.2,1.4,0.0,-3.0,0.17,0.3,5.8,4.6,0,1.39,1.09,2.33,0.33
I1,29/07/2020,Torino,Roma,2,3,A,1,2,A,5,12,5,7,8,18,4,8,2,3,0,0,2.0,1.8,5.0,6.0,0.41,0.37,4.4,7.6,2,1.49,2.02,0.5,2.5
I1,01/08/2020,Brescia,Sampdoria,1,1,D,0,1,A,11,11,6,5,9,17,5,4,1,4,0,1,1.4,1.8,-1.0,0.0,0.26,0.3,5.4,5.4,1,1.05,1.36,1.05,1.36
I1,01/08/2020,Atalanta,Inter,0,2,A,0,2,A,8,7,3,4,10,12,7,1,2,3,0,0,3.0,2.2,10.0,8.0,0.42,0.46,6.6,5.6,2,1.76,1.78,1.33,1.33
I1,01/08/2020,Juventus,Roma,1,3,A,1,2,A,9,9,4,7,10,12,6,5,1,4,0,0,2.6,1.8,10.0,6.0,0.33,0.42,8.4,6.2,2,2.42,2.02,1.67,1.17
I1,01/08/2020,Milan,Cagliari,3,0,H,1,0,H,12,4,7,3,16,7,7,6,1,3,0,0,2.6,1.0,10.0,-3.0,0.38,0.14,8.0,4.4,0,1.71,1.11,2.17,0.67
I1,01/08/2020,Napoli,Lazio,3,1,H,1,1,D,11,8,6,4,10,11,2,2,3,2,0,0,2.6,1.4,6.0,3.0,0.22,0.29,10.2,6.2,0,2.25,1.76,2.67,0.17
I1,02/08/2020,Spal,Fiorentina,1,3,A,1,1,D,7,20,5,11,6,14,3,10,1,1,0,0,0.4,1.4,-12.0,1.0,0.31,0.29,2.6,4.8,2,1.05,1.39,0.5,2.0
I1,02/08/2020,Bologna,Torino,1,1,D,1,0,H,13,13,5,11,15,17,7,3,3,3,0,0,1.0,0.2,-2.0,-9.0,0.21,0.21,5.6,4.8,1,1.09,1.49,1.33,1.33
I1,02/08/2020,Genoa,Verona,3,0,H,3,0,H,4,13,4,3,8,13,4,9,4,0,2,1,1.2,0.6,-3.0,-3.0,0.29,0.23,4.2,5.2,0,1.01,1.05,3.0,0.0
I1,02/08/2020,Lecce,Parma,3,4,A,2,2,D,12,18,8,11,3,7,5,4,0,2,0,0,1.2,1.2,-3.0,0.0,0.35,0.38,4.6,5.2,2,1.05,1.05,1.05,1.05
I1,02/08/2020,Sassuolo,Udinese,0,1,A,0,0,D,18,7,14,3,9,11,6,7,1,1,0,0,1.6,1.8,6.0,4.0,0.4,0.33,8.0,4.2,2,1.16,1.12,1.83,0.83
I1,19/09/2020,Fiorentina,Torino,1,0,H,0,0,D,17,6,8,3,17,20,4,1,3,1,0,0,,,,,,,0.0,0.0,0,1.29,1.38,1.83,0.83
I1,19/09/2020,Verona,Roma,0,0,D,0,0,D,9,15,7,7,19,20,0,6,2,0,0,0,,,,,,,0.0,0.0,1,0.97,1.87,0.0,3.0
I1,20/09/2020,Parma,Napoli,0,2,A,0,0,D,4,12,2,7,16,12,4,2,4,1,0,0,,,,,,,0.0,0.0,2,1.05,2.04,1.5,1.5
I1,20/09/2020,Genoa,Crotone,4,1,H,3,1,H,10,11,8,5,13,14,6,4,4,2,0,0,,,,,,,0.0,0.0,0,1.04,0.92,3.0,0.0
I1,20/09/2020,Sassuolo,Cagliari,1,1,D,0,0,D,21,8,10,4,9,18,7,3,1,3,0,0,,,,,,,0.0,0.0,1,1.2,1.1,1.67,0.67
I1,20/09/2020,Juventus,Sampdoria,3,0,H,1,0,H,14,10,9,2,15,9,6,4,1,1,0,0,,,,,,,0.0,0.0,0,2.35,1.31,2.0,1.0
I1,21/09/2020,Milan,Bologna,2,0,H,1,0,H,14,6,6,5,13,17,7,4,3,5,0,1,,,,,,,0.0,0.0,0,1.74,1.14,2.67,0.17
I1,26/09/2020,Torino,Atalanta,2,4,A,2,3,A,5,12,5,7,11,12,2,6,1,2,0,0,,,,,,,0.0,0.0,2,1.38,1.82,1.33,1.33
I1,26/09/2020,Cagliari,Lazio,0,2,A,0,1,A,9,9,3,7,8,13,3,6,1,1,0,0,,,,,,,0.0,0.0,2,1.1,1.83,0.17,2.67
I1,26/09/2020,Sampdoria,Benevento,2,3,A,2,1,H,5,11,4,6,17,12,6,4,3,1,0,0,,,,,,,0.0,0.0,2,1.31,0.55,1.5,1.5
I1,26/09/2020,Inter,Fiorentina,4,3,H,1,1,D,12,8,6,4,15,10,5,1,1,1,0,0,,,,,,,0.0,0.0,0,1.96,1.29,1.67,0.67
I1,27/09/2020,Spezia,Sassuolo,1,4,A,1,1,D,11,10,6,8,13,8,3,5,2,1,0,0,,,,,,,0.0,0.0,2,1.05,1.2,1.05,1.2
I1,27/09/2020,Napoli,Genoa,6,0,H,1,0,H,18,3,11,1,6,13,4,2,1,2,0,0,,,,,,,0.0,0.0,0,2.04,1.04,2.33,0.33
I1,27/09/2020,Verona,Udinese,1,0,H,0,0,D,8,14,2,6,13,13,1,9,1,0,0,0,1.0,,0.0,,0.0,,7.0,0.0,0,0.97,1.12,0.5,2.0
I1,27/09/2020,Crotone,Milan,0,2,A,0,1,A,5,11,1,7,14,15,2,5,1,3,0,0,,,,,,,0.0,0.0,2,0.92,1.74,0.0,3.0
I1,27/09/2020,Roma,Juventus,2,2,D,2,1,H,7,6,6,3,19,9,5,7,2,3,0,1,,,,,,,0.0,0.0,1,1.87,2.35,1.17,1.67
I1,28/09/2020,Bologna,Parma,4,1,H,2,0,H,11,8,8,4,12,9,8,9,1,2,0,1,,,,,,,0.0,0.0,0,1.14,1.05,1.5,0.75
I1,30/09/2020,Benevento,Inter,2,5,A,1,4,A,11,18,7,12,10,15,5,1,1,0,0,0,,,,,,,0.0,0.0,2,0.55,1.96,0.0,3.0
I1,30/09/2020,Udinese,Spezia,0,2,A,0,1,A,10,4,5,3,13,17,2,2,0,5,0,1,,,,,,,0.0,0.0,2,1.12,1.05,1.12,1.05
I1,30/09/2020,Lazio,Atalanta,1,4,A,0,3,A,11,8,8,6,16,11,7,3,7,2,0,0,,3.0,,2.0,,0.57,0.0,7.0,2,1.83,1.82,0.5,2.0
I1,02/10/2020,Fiorentina,Sampdoria,1,2,A,0,1,A,16,14,6,10,11,16,8,4,0,3,0,0,3.0,0.0,1.0,-3.0,0.12,0.0,8.0,2.0,2,1.29,1.31,1.33,1.33
I1,03/10/2020,Sassuolo,Crotone,4,1,H,1,0,H,7,10,4,6,15,15,3,4,2,3,0,0,1.0,0.0,0.0,-3.0,0.1,0.2,10.0,5.0,0,1.2,0.92,1.5,1.5
I1,03/10/2020,Udinese,Roma,0,1,A,0,0,D,9,8,5,3,15,10,4,1,1,0,0,0,0.0,1.0,-2.0,0.0,0.0,0.0,5.0,7.0,2,1.12,1.87,1.0,2.0
I1,04/10/2020,Atalanta,Cagliari,5,2,H,4,1,H,19,7,14,3,11,9,3,9,0,0,0,0,,1.0,,0.0,,0.25,0.0,4.0,0,1.82,1.1,1.0,2.0
